"Date","Ozone AQI Value","Main Pollutant","Site Name","Site ID","Source"
"03/20/2014","46","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/21/2014","48","","Not Available","49-047-2002","AQS"
"03/22/2014","49","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/23/2014","54","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/24/2014","54","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/25/2014","58","","Not Available","49-047-2002","AQS"
"03/26/2014","50","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/27/2014","44","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"03/28/2014","46","","Not Available","49-047-2003","AQS"
"03/29/2014","45","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"03/30/2014","48","","Not Available","49-047-2002","AQS"
"03/31/2014","46","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"04/01/2014","50","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"04/02/2014","47","","Not Available","49-047-2002","AQS"
"04/03/2014","50","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"04/04/2014","48","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"04/05/2014","48","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"04/06/2014","47","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"04/07/2014","50","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"04/08/2014","48","","Not Available","49-047-2002","AQS"
"04/09/2014","50","","Little Mountain","49-047-0014","AQS"
"04/10/2014","84","","Little Mountain","49-047-0014","AQS"
"04/11/2014","67","","Little Mountain","49-047-0014","AQS"
"04/12/2014","58","","Little Mountain","49-047-0014","AQS"
"04/13/2014","46","","Little Mountain","49-047-0014","AQS"
"04/14/2014","47","","Not Available","49-047-2002","AQS"
"04/15/2014","71","","Little Mountain","49-047-0014","AQS"
"04/16/2014","71","","Little Mountain","49-047-0014","AQS"
"04/17/2014","64","","Little Mountain","49-047-0014","AQS"
"04/18/2014","61","","Little Mountain","49-047-0014","AQS"
"04/19/2014","51","","Little Mountain","49-047-0014","AQS"
"04/20/2014","74","","Little Mountain","49-047-0014","AQS"
"04/21/2014","77","","Little Mountain","49-047-0014","AQS"
"04/22/2014","64","","Little Mountain","49-047-0014","AQS"
"04/23/2014","51","","Little Mountain","49-047-0014","AQS"
"04/24/2014","49","","Not Available","49-047-2002","AQS"
"04/25/2014","67","","Not Available","49-047-2002","AQS"
"04/26/2014","50","","Little Mountain","49-047-0014","AQS"
"04/27/2014","61","","Not Available","49-047-2002","AQS"
"04/28/2014","61","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"04/29/2014","49","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"04/30/2014","58","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/01/2014","64","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/02/2014","84","","Little Mountain","49-047-0014","AQS"
"05/03/2014","80","","Little Mountain","49-047-0014","AQS"
"05/04/2014","74","","Not Available","49-047-2002","AQS"
"05/05/2014","67","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/06/2014","50","","Little Mountain","49-047-0014","AQS"
"05/07/2014","71","","Not Available","49-047-2002","AQS"
"05/08/2014","48","","Little Mountain","49-047-0014","AQS"
"05/09/2014","49","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/10/2014","51","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/11/2014","44","","Little Mountain","49-047-0014","AQS"
"05/12/2014","44","","Vernal","49-047-1003","AQS"
"05/13/2014","46","","Vernal","49-047-1003","AQS"
"05/14/2014","50","","Not Available","49-047-2002","AQS"
"05/15/2014","50","","Little Mountain","49-047-0014","AQS"
"05/16/2014","47","","Not Available","49-047-2002","AQS"
"05/17/2014","61","","Little Mountain","49-047-0014","AQS"
"05/18/2014","84","","Not Available","49-047-2002","AQS"
"05/19/2014","67","","Not Available","49-047-2002","AQS"
"05/20/2014","58","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/21/2014","54","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/22/2014","48","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/23/2014","45","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/24/2014","54","","Not Available","49-047-2002","AQS"
"05/25/2014","48","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/26/2014","54","","Vernal","49-047-1003","AQS"
"05/27/2014","51","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"05/28/2014","48","","Not Available","49-047-2002","AQS"
"05/29/2014","49","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/30/2014","54","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"05/31/2014","50","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"06/01/2014","74","","Not Available","49-047-2002","AQS"
"06/02/2014","77","","Not Available","49-047-2002","AQS"
"06/03/2014","80","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"06/04/2014","87","","Not Available","49-047-2002","AQS"
"06/05/2014","80","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"06/06/2014","61","","Not Available","49-047-2002","AQS"
"06/07/2014","61","","Not Available","49-047-2003","AQS"
"06/08/2014","54","","Not Available","49-047-2003","AQS"
"06/09/2014","54","","Not Available","49-047-2002","AQS"
"06/10/2014","61","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/11/2014","58","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"06/12/2014","67","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/13/2014","80","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/14/2014","45","","Not Available","49-047-2002","AQS"
"06/15/2014","47","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"06/16/2014","58","","Not Available","49-047-2002","AQS"
"06/17/2014","51","","Not Available","49-047-2002","AQS"
"06/18/2014","48","","Not Available","49-047-2002","AQS"
"06/19/2014","54","","Not Available","49-047-2002","AQS"
"06/20/2014","54","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/21/2014","58","","Not Available","49-047-2002","AQS"
"06/22/2014","49","","Not Available","49-047-2002","AQS"
"06/23/2014","51","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/24/2014","61","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/25/2014","58","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/26/2014","61","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"06/27/2014","46","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"06/28/2014","74","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"06/29/2014","50","","Not Available","49-047-2002","AQS"
"06/30/2014","67","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/01/2014","51","","Not Available","49-047-2002","AQS"
"07/02/2014","61","","Not Available","49-047-2002","AQS"
"07/03/2014","46","","Not Available","49-047-2002","AQS"
"07/04/2014","47","","Not Available","49-047-2002","AQS"
"07/05/2014","47","","Not Available","49-047-2002","AQS"
"07/06/2014","58","","Not Available","49-047-2002","AQS"
"07/07/2014","67","","Not Available","49-047-2003","AQS"
"07/08/2014","58","","Not Available","49-047-2003","AQS"
"07/09/2014","64","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/10/2014","49","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/11/2014","61","","Not Available","49-047-2003","AQS"
"07/12/2014","50","","Not Available","49-047-2002","AQS"
"07/13/2014","50","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/14/2014","58","","Not Available","49-047-2003","AQS"
"07/15/2014","49","","Not Available","49-047-2002","AQS"
"07/16/2014","67","","Not Available","49-047-2002","AQS"
"07/17/2014","54","","Not Available","49-047-2002","AQS"
"07/18/2014","74","","Little Mountain","49-047-0014","AQS"
"07/19/2014","67","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/20/2014","61","","Not Available","49-047-2002","AQS"
"07/21/2014","48","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/22/2014","45","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/23/2014","44","","Little Mountain","49-047-0014","AQS"
"07/24/2014","50","","Not Available","49-047-2002","AQS"
"07/25/2014","54","","Not Available","49-047-2002","AQS"
"07/26/2014","61","","Not Available","49-047-2002","AQS"
"07/27/2014","61","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"07/28/2014","58","","Not Available","49-047-2002","AQS"
"07/29/2014","49","","Not Available","49-047-2002","AQS"
"07/30/2014","44","","Not Available","49-047-2003","AQS"
"07/31/2014","61","","Not Available","49-047-2003","AQS"
"08/01/2014","67","","Not Available","49-047-2003","AQS"
"08/02/2014","61","","Not Available","49-047-2002","AQS"
"08/03/2014","48","","Vernal","49-047-1003","AQS"
"08/04/2014","49","","Not Available","49-047-2003","AQS"
"08/05/2014","48","","Not Available","49-047-2002","AQS"
"08/06/2014","58","","Not Available","49-047-2002","AQS"
"08/07/2014","51","","Not Available","49-047-2002","AQS"
"08/08/2014","50","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/09/2014","64","","Not Available","49-047-2002","AQS"
"08/10/2014","58","","Not Available","49-047-2002","AQS"
"08/11/2014","64","","Not Available","49-047-2002","AQS"
"08/12/2014","51","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/13/2014","44","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/14/2014","48","","Not Available","49-047-2002","AQS"
"08/15/2014","50","","Not Available","49-047-2002","AQS"
"08/16/2014","51","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/17/2014","48","","Not Available","49-047-2002","AQS"
"08/18/2014","48","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/19/2014","42","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/20/2014","45","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/21/2014","51","","Not Available","49-047-2002","AQS"
"08/22/2014","49","","Little Mountain","49-047-0014","AQS"
"08/23/2014","77","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/24/2014","67","","Not Available","49-047-2002","AQS"
"08/25/2014","47","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"08/26/2014","48","","Not Available","49-047-2002","AQS"
"08/27/2014","40","","Little Mountain","49-047-0014","AQS"
"08/28/2014","49","","Not Available","49-047-2003","AQS"
"08/29/2014","54","","Not Available","49-047-2002","AQS"
"08/30/2014","45","","Not Available","49-047-2002","AQS"
"08/31/2014","49","","Not Available","49-047-2002","AQS"
"09/01/2014","51","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"09/02/2014","58","","Not Available","49-047-2002","AQS"
"09/03/2014","45","","Not Available","49-047-2002","AQS"
"09/04/2014","50","","Not Available","49-047-2003","AQS"
"09/05/2014","42","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"09/06/2014","44","","Not Available","49-047-2002","AQS"
"09/07/2014","46","","Not Available","49-047-2003","AQS"
"09/08/2014","42","","Not Available","49-047-2002","AQS"
"09/09/2014","40","","Not Available","49-047-2002","AQS"
"09/10/2014","46","","Not Available","49-047-2003","AQS"
"09/11/2014","48","","Not Available","49-047-2002","AQS"
"09/12/2014","39","","Not Available","49-047-2003","AQS"
"09/13/2014","47","","Not Available","49-047-2002","AQS"
"09/14/2014","50","","Not Available","49-047-2002","AQS"
"09/15/2014","61","","Not Available","49-047-2003","AQS"
"09/16/2014","50","","Not Available","49-047-2003","AQS"
"09/17/2014","47","","Not Available","49-047-2003","AQS"
"09/18/2014","46","","Not Available","49-047-2003","AQS"
"09/19/2014","46","","Not Available","49-047-2003","AQS"
"09/20/2014","49","","Not Available","49-047-2003","AQS"
"09/21/2014","40","","Little Mountain","49-047-0014","AQS"
"09/22/2014","41","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"09/23/2014","44","","Not Available","49-047-2002","AQS"
"09/24/2014","47","","Not Available","49-047-2003","AQS"
"09/25/2014","44","","Not Available","49-047-2002","AQS"
"09/26/2014","45","","Not Available","49-047-2002","AQS"
"09/27/2014","37","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"09/28/2014","42","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"09/29/2014","47","","Not Available","49-047-2002","AQS"
"09/30/2014","40","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"10/01/2014","43","","Not Available","49-047-2003","AQS"
"10/02/2014","42","","Not Available","49-047-2002","AQS"
"10/03/2014","47","","Not Available","49-047-2003","AQS"
"10/04/2014","46","","Not Available","49-047-2003","AQS"
"10/05/2014","38","","Not Available","49-047-2002","AQS"
"10/06/2014","44","","Little Mountain","49-047-0014","AQS"
"10/07/2014","49","","Not Available","49-047-2003","AQS"
"10/08/2014","50","","Not Available","49-047-2002","AQS"
"10/09/2014","44","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"10/10/2014","50","","Not Available","49-047-2003","AQS"
"10/11/2014","44","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"10/12/2014","38","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"10/13/2014","41","","Not Available","49-047-2002","AQS"
"10/14/2014","43","","Not Available","49-047-2003","AQS"
"10/15/2014","42","","Not Available","49-047-2002","AQS"
"10/16/2014","48","","Not Available","49-047-2003","AQS"
"10/17/2014","50","","Not Available","49-047-2002","AQS"
"10/18/2014","47","","Little Mountain","49-047-0014","AQS"
"10/19/2014","58","","Not Available","49-047-2002","AQS"
"10/20/2014","44","","Little Mountain","49-047-0014","AQS"
"10/21/2014","40","","Not Available","49-047-2002","AQS"
"10/22/2014","44","","Not Available","49-047-2002","AQS"
"10/23/2014","44","","Not Available","49-047-2003","AQS"
"10/24/2014","44","","Not Available","49-047-2003","AQS"
"10/25/2014","41","","Not Available","49-047-2003","AQS"
"10/26/2014","41","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"10/27/2014","42","","Not Available","49-047-2002","AQS"
"10/28/2014","45","","Not Available","49-047-2002","AQS"
"10/29/2014","45","","Not Available","49-047-2002","AQS"
"10/30/2014","47","","Not Available","49-047-2003","AQS"
"10/31/2014","45","","Not Available","49-047-2003","AQS"
"11/01/2014","39","","Little Mountain","49-047-0014","AQS"
"11/02/2014","44","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/03/2014","31","","Little Mountain","49-047-0014","AQS"
"11/04/2014","37","","Not Available","49-047-2002","AQS"
"11/05/2014","39","","Little Mountain","49-047-0014","AQS"
"11/06/2014","44","","Not Available","49-047-2002","AQS"
"11/07/2014","40","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"11/08/2014","44","","Not Available","49-047-2002","AQS"
"11/09/2014","41","","Little Mountain","49-047-0014","AQS"
"11/10/2014","44","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/11/2014","34","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/12/2014","35","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/13/2014","31","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/14/2014","27","","Not Available","49-047-2002","AQS"
"11/15/2014","44","","Not Available","49-047-2003","AQS"
"11/16/2014","38","","Not Available","49-047-2003","AQS"
"11/17/2014","36","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/18/2014","36","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/19/2014","35","","STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL","49-047-7022","AQS"
"11/20/2014","37","","Little Mountain","49-047-0014","AQS"
"11/21/2014","39","","Little Mountain","49-047-0014","AQS"
"11/22/2014","38","","Little Mountain","49-047-0014","AQS"
"11/23/2014","39","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/24/2014","38","","Dinosaur NM - West Entrance Housing","49-047-1002","AQS"
"11/25/2014","36","","Not Available","49-047-2002","AQS"
"11/26/2014","33","","Little Mountain","49-047-0014","AQS"
"11/27/2014","36","","Little Mountain","49-047-0014","AQS"
"11/28/2014","35","","Little Mountain","49-047-0014","AQS"
"11/29/2014","34","","Little Mountain","49-047-0014","AQS"
"11/30/2014","37","","Little Mountain","49-047-0014","AQS"
"12/01/2014","37","","Little Mountain","49-047-0014","AQS"
